CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;SCORE_ESCUDO;TX_ENUNCIADO
52;CH;141133;D;13;0;;3.00939;-0.93143;0.1978;AZUL;1135;;0;2022;7.82407;Questão de Espanhol - Posição 52 (Consulte o Caderno Azul Oficial)
52;CH;141133;D;13;0;;3.00939;-0.93143;0.1978;AZUL;1095;;0;2022;7.82407;Questão de Espanhol - Posição 52 (Consulte o Caderno Azul Oficial)
9;LC;66576;A;24;0;;2.66065;-0.7431;0.13295;AZUL;1065;;0;2022;6.88585;Questão de Espanhol - Posição 9 (Consulte o Caderno Azul Oficial)
9;LC;66576;A;24;0;;2.66065;-0.7431;0.13295;AZUL;1179;;0;2022;6.88585;Questão de Espanhol - Posição 9 (Consulte o Caderno Azul Oficial)
48;CH;141322;A;24;0;;2.8995;-0.42411;0.19356;AZUL;1175;;0;2022;6.103530000000001;Questão de Espanhol - Posição 48 (Consulte o Caderno Azul Oficial)
48;CH;141322;A;24;0;;2.8995;-0.42411;0.19356;AZUL;1055;;0;2022;6.103530000000001;Questão de Espanhol - Posição 48 (Consulte o Caderno Azul Oficial)
120;CN;96244;E;15;0;;5.67249;1.52791;0.14273;AZUL;1187;;0;2022;6.047599999999999;Questão de Espanhol - Posição 120 (Consulte o Caderno Azul Oficial)
120;CN;96244;E;15;0;;5.67249;1.52791;0.14273;AZUL;1085;;0;2022;6.047599999999999;Questão de Espanhol - Posição 120 (Consulte o Caderno Azul Oficial)
65;CH;141048;B;22;0;;1.63923;-0.72645;0.00905;AZUL;1055;;0;2022;5.41256;Questão de Espanhol - Posição 65 (Consulte o Caderno Azul Oficial)
65;CH;141048;B;22;0;;1.63923;-0.72645;0.00905;AZUL;1175;;0;2022;5.41256;Questão de Espanhol - Posição 65 (Consulte o Caderno Azul Oficial)
51;CH;87207;E;17;0;;4.79392;1.19623;0.12998;AZUL;1055;;0;2022;5.3492500000000005;Questão de Espanhol - Posição 51 (Consulte o Caderno Azul Oficial)
51;CH;87207;E;17;0;;4.79392;1.19623;0.12998;AZUL;1175;;0;2022;5.3492500000000005;Questão de Espanhol - Posição 51 (Consulte o Caderno Azul Oficial)
31;LC;43185;A;22;0;;2.69468;-0.26299;0.19199;AZUL;1145;;0;2022;5.21838;Questão de Espanhol - Posição 31 (Consulte o Caderno Azul Oficial)
31;LC;43185;A;22;0;;2.69468;-0.26299;0.19199;AZUL;1105;;0;2022;5.21838;Questão de Espanhol - Posição 31 (Consulte o Caderno Azul Oficial)
34;LC;119767;D;11;0;;2.11177;-0.55865;0.18565;AZUL;1065;;0;2022;4.97124;Questão de Espanhol - Posição 34 (Consulte o Caderno Azul Oficial)
34;LC;119767;D;11;0;;2.11177;-0.55865;0.18565;AZUL;1179;;0;2022;4.97124;Questão de Espanhol - Posição 34 (Consulte o Caderno Azul Oficial)
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1135;;0;2022;4.96766;Questão de Espanhol - Posição 77 (Consulte o Caderno Azul Oficial)
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1095;;0;2022;4.96766;Questão de Espanhol - Posição 77 (Consulte o Caderno Azul Oficial)
19;LC;120124;C;9;0;;2.93292;0.03337;0.17638;AZUL;1065;;0;2022;4.883830000000001;Questão de Espanhol - Posição 19 (Consulte o Caderno Azul Oficial)
19;LC;120124;C;9;0;;2.93292;0.03337;0.17638;AZUL;1179;;0;2022;4.883830000000001;Questão de Espanhol - Posição 19 (Consulte o Caderno Azul Oficial)
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1055;;0;2022;4.87389;Questão de Espanhol - Posição 77 (Consulte o Caderno Azul Oficial)
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1175;;0;2022;4.87389;Questão de Espanhol - Posição 77 (Consulte o Caderno Azul Oficial)
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1135;;0;2022;4.84182;Questão de Espanhol - Posição 72 (Consulte o Caderno Azul Oficial)
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1095;;0;2022;4.84182;Questão de Espanhol - Posição 72 (Consulte o Caderno Azul Oficial)
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1175;;0;2022;4.8052600000000005;Questão de Espanhol - Posição 81 (Consulte o Caderno Azul Oficial)
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1055;;0;2022;4.8052600000000005;Questão de Espanhol - Posição 81 (Consulte o Caderno Azul Oficial)
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1175;;0;2022;4.68342;Questão de Espanhol - Posição 61 (Consulte o Caderno Azul Oficial)
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1055;;0;2022;4.68342;Questão de Espanhol - Posição 61 (Consulte o Caderno Azul Oficial)
130;CN;62871;D;15;0;;1.49902;-0.8741;0.20865;AZUL;1125;;0;2022;4.57709;Questão de Espanhol - Posição 130 (Consulte o Caderno Azul Oficial)
130;CN;62871;D;15;0;;1.49902;-0.8741;0.20865;AZUL;1165;;0;2022;4.57709;Questão de Espanhol - Posição 130 (Consulte o Caderno Azul Oficial)
